,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
3855,-122.16,37.74,47,824,223.0,533,166,2.625,NEAR BAY,98200
3856,-121.8,37.23,18,3179,526.0,1663,507,5.9225,<1H OCEAN,265800
3857,-119.19,34.17,31,1872,434.0,1511,405,3.2314,NEAR OCEAN,186800
3858,-120.84,35.32,15,2419,538.0,1279,522,3.4762,NEAR OCEAN,189600
3859,-122.33,37.95,42,1627,336.0,848,316,3.7708,NEAR BAY,144600
3860,-121.25,38.0,21,446,73.0,182,57,2.8958,INLAND,135000
3861,-118.33,34.08,52,1777,454.0,671,439,3.5083,<1H OCEAN,500001
3862,-118.17,33.91,37,1499,288.0,1237,344,3.9333,<1H OCEAN,162300
3863,-116.96,32.8,25,3421,803.0,1681,742,3.369,<1H OCEAN,134400
3864,-117.16,34.9,16,1579,327.0,934,298,2.7305,INLAND,73800
3865,-115.59,32.69,30,935,177.0,649,148,2.5769,INLAND,94400
3866,-117.98,33.87,29,1310,332.0,937,294,3.8068,<1H OCEAN,158700
3867,-118.09,34.08,34,1513,384.0,986,336,2.6901,<1H OCEAN,235600
3868,-122.35,37.57,52,2059,345.0,800,308,4.97,NEAR OCEAN,500001
3869,-121.27,37.98,43,2608,516.0,1322,528,2.5714,INLAND,70000
3870,-120.37,34.9,17,2649,386.0,1057,362,4.7813,<1H OCEAN,326800
3871,-117.37,34.59,39,8193,1747.0,6852,1597,2.3832,INLAND,35000
3872,-121.29,38.71,32,1875,361.0,1027,343,3.5769,INLAND,103800
3873,-118.31,34.07,26,5062,2055.0,4533,1822,2.3105,<1H OCEAN,166700
3874,-118.36,33.85,36,1390,230.0,683,219,4.8906,<1H OCEAN,334400
3875,-117.76,34.05,36,3839,1004.0,4711,942,2.3859,INLAND,116200
3876,-118.19,33.85,30,3533,1061.0,2678,1033,2.2417,NEAR OCEAN,151900
3877,-118.05,33.9,41,550,129.0,642,125,1.875,<1H OCEAN,119900
3878,-118.27,34.16,15,5036,1299.0,3164,1175,2.9148,<1H OCEAN,238700
3879,-122.08,37.93,35,4043,689.0,1832,662,5.0761,NEAR BAY,233200
3880,-118.43,33.96,38,1104,216.0,415,163,6.1985,<1H OCEAN,422000
3881,-117.23,32.73,35,2914,683.0,1562,638,2.5259,NEAR OCEAN,240200
3882,-122.15,37.73,52,1028,129.0,317,143,4.9135,NEAR BAY,275000
3883,-118.09,33.9,36,1215,279.0,862,285,3.7604,<1H OCEAN,158700
3884,-122.42,37.73,52,3230,654.0,1765,611,3.3333,NEAR BAY,292300
3885,-118.32,34.12,52,3410,800.0,1218,783,4.15,<1H OCEAN,393500
3886,-117.12,32.76,28,2160,608.0,1339,571,1.9152,NEAR OCEAN,128100
3887,-118.16,33.84,36,2831,573.0,1462,569,3.8646,<1H OCEAN,214600
3888,-118.3,33.95,35,1182,305.0,977,283,1.5898,<1H OCEAN,94000
3889,-118.35,34.0,28,3085,621.0,1162,558,3.25,<1H OCEAN,301000
3890,-117.07,32.79,25,2489,314.0,911,309,7.8336,NEAR OCEAN,277600
3891,-121.5,38.55,52,2784,455.0,957,448,5.6402,INLAND,209800
3892,-116.24,33.76,9,1961,595.0,966,275,3.8125,INLAND,96700
3893,-118.13,34.13,52,2826,381.0,924,365,7.9976,<1H OCEAN,500001
3894,-122.31,37.94,38,1794,349.0,810,335,3.8343,NEAR BAY,191400
3895,-122.23,37.79,30,999,264.0,1011,263,1.8854,NEAR BAY,137500
3896,-117.08,32.97,3,17466,3336.0,7644,2895,5.4584,<1H OCEAN,246500
3897,-121.41,38.52,25,3087,720.0,2529,708,1.8689,INLAND,66800
3898,-118.06,35.68,15,1962,403.0,730,321,2.25,INLAND,67500
3899,-118.62,34.2,29,2421,402.0,1120,388,5.0309,<1H OCEAN,244800
3900,-117.27,34.11,44,567,134.0,565,150,1.8281,INLAND,62900
3901,-117.38,34.11,32,3179,662.0,1878,661,3.1375,INLAND,101200
3902,-117.98,33.66,26,3527,547.0,1615,542,6.1624,<1H OCEAN,279400
3903,-119.02,35.33,26,3691,826.0,2072,827,2.1553,INLAND,84700
3904,-117.86,33.9,25,3205,409.0,1291,408,7.2478,<1H OCEAN,299200
3905,-122.48,37.75,51,2095,410.0,1126,429,4.4,NEAR BAY,318400
3906,-122.19,37.76,26,1293,297.0,984,303,1.9479,NEAR BAY,85800
3907,-120.66,39.72,15,3763,784.0,717,348,2.2019,INLAND,130500
3908,-122.19,39.92,20,2563,658.0,1363,611,1.023,INLAND,54200
3909,-119.0,35.4,44,2250,378.0,928,379,4.3906,INLAND,93900
3910,-118.29,34.05,30,1417,589.0,1615,540,1.3867,<1H OCEAN,193800
3911,-117.6,33.85,9,6538,955.0,2928,892,5.3006,<1H OCEAN,221400
3912,-122.48,37.78,48,2835,728.0,1674,684,3.129,NEAR BAY,375000
3913,-117.83,33.66,15,2355,438.0,747,450,6.5356,<1H OCEAN,272800
3914,-117.97,34.14,15,3595,964.0,1839,877,2.6014,INLAND,150300
3915,-124.14,40.59,17,2985,610.0,1544,584,2.178,NEAR OCEAN,76800
3916,-122.73,38.42,26,1446,296.0,884,295,4.3523,<1H OCEAN,150000
3917,-117.89,33.92,34,1473,312.0,1025,315,3.8333,<1H OCEAN,170400
3918,-118.46,33.98,32,2388,591.0,1009,556,5.2121,<1H OCEAN,466700
3919,-118.14,34.05,25,5478,1136.0,3062,1096,3.4118,<1H OCEAN,341100
3920,-119.29,36.34,28,1440,431.0,2178,440,1.2634,INLAND,50600
3921,-120.37,37.98,29,2508,591.0,1112,550,1.6021,INLAND,91400
3922,-118.96,34.19,16,1807,346.0,587,296,1.9811,<1H OCEAN,162500
3923,-118.3,34.05,44,1612,650.0,2028,593,1.9152,<1H OCEAN,115600
3924,-119.58,36.1,21,1382,327.0,1469,355,1.3967,INLAND,46500
3925,-117.04,32.9,6,6525,826.0,3146,806,9.2858,<1H OCEAN,436100
3926,-118.25,34.17,52,1532,292.0,631,275,5.1242,<1H OCEAN,372900
3927,-117.1,32.69,29,4174,1195.0,3675,1124,1.8112,NEAR OCEAN,103600
3928,-117.27,34.17,16,30,3.0,49,8,4.625,INLAND,250000
3929,-117.33,34.13,18,3009,740.0,2317,659,1.6375,INLAND,72400
3930,-118.29,34.16,31,1262,338.0,1019,332,3.7083,<1H OCEAN,241900
3931,-120.04,34.72,13,3942,585.0,1542,515,6.6054,NEAR OCEAN,500001
3932,-119.11,35.39,22,984,176.0,451,170,3.25,INLAND,88900
3933,-118.1,33.85,19,993,174.0,572,175,5.7039,<1H OCEAN,277600
3934,-118.33,33.89,39,1880,361.0,982,357,4.1953,<1H OCEAN,226900
3935,-121.28,38.6,25,1122,198.0,564,213,3.1654,INLAND,111600
3936,-117.93,33.8,29,1672,267.0,891,281,4.8611,<1H OCEAN,231900
3937,-122.34,37.57,39,2647,616.0,1254,555,4.2407,NEAR OCEAN,433800
3938,-122.18,37.77,27,909,236.0,396,157,2.0786,NEAR BAY,97500
3939,-122.18,39.93,35,1387,272.0,610,237,2.1759,INLAND,59500
3940,-118.2,34.05,41,1268,398.0,1887,407,2.625,<1H OCEAN,150000
3941,-118.39,33.88,35,1267,216.0,521,191,6.0441,<1H OCEAN,470000
3942,-121.62,39.15,36,2321,455.0,1168,489,3.0962,INLAND,74000
3943,-121.64,36.74,30,2628,444.0,1372,432,4.1696,<1H OCEAN,175000
3944,-117.89,33.68,26,2905,504.0,1452,491,5.0853,<1H OCEAN,260300
3945,-117.24,33.19,19,1569,351.0,1035,352,2.9191,<1H OCEAN,159400
3946,-118.19,33.9,32,2762,652.0,2677,632,2.5719,<1H OCEAN,105600
3947,-122.61,38.24,25,2990,450.0,1335,434,4.7,<1H OCEAN,190100
3948,-122.04,37.34,25,1994,287.0,704,283,7.7799,<1H OCEAN,447300
3949,-118.33,34.19,46,2115,463.0,1133,439,3.7344,<1H OCEAN,222000
3950,-119.66,36.32,24,2652,568.0,1532,445,2.3256,INLAND,56800
3951,-120.97,37.68,9,1114,172.0,529,174,4.7159,INLAND,163700
3952,-117.08,32.63,33,2891,793.0,1607,754,2.1281,NEAR OCEAN,139800
3953,-118.46,33.99,37,1828,460.0,1075,453,4.337,<1H OCEAN,360600
3954,-118.43,34.01,43,1487,242.0,675,247,5.3403,<1H OCEAN,489800
3955,-122.33,37.56,34,6394,1619.0,2400,1496,3.4902,NEAR OCEAN,500001
3956,-121.63,39.18,13,1907,347.0,821,367,2.0978,INLAND,134000
3957,-117.91,33.82,29,1444,326.0,1038,271,2.3843,<1H OCEAN,182900
3958,-117.34,34.08,35,1380,248.0,730,264,3.2305,INLAND,93700
3959,-118.2,33.92,36,414,104.0,477,130,3.6719,<1H OCEAN,130400
3960,-118.02,33.92,34,2169,418.0,1169,406,3.2222,<1H OCEAN,218700
3961,-121.35,38.04,12,6217,1019.0,3771,961,3.7206,INLAND,146000
3962,-118.99,35.32,26,875,199.0,567,204,0.9288,INLAND,36600
3963,-122.4,37.59,22,2754,477.0,1163,479,6.2306,NEAR OCEAN,500001
3964,-121.86,39.75,18,1651,309.0,856,293,3.5046,INLAND,118300
3965,-120.38,36.75,25,1689,495.0,1745,457,1.9056,INLAND,60000
3966,-118.1,34.71,16,3914,819.0,1524,795,2.415,INLAND,137500
3967,-122.15,37.46,30,4198,1244.0,2678,1147,3.6712,NEAR BAY,308600
3968,-117.26,32.85,42,1761,329.0,480,255,5.3787,NEAR OCEAN,500001
3969,-122.3,41.31,29,4059,787.0,1700,702,2.4526,INLAND,97100
3970,-122.71,38.42,23,1569,414.0,1031,368,1.6267,<1H OCEAN,129200
3971,-121.88,37.26,25,3025,689.0,1755,661,3.8893,<1H OCEAN,218600
3972,-121.0,39.23,15,2809,450.0,1267,408,4.0426,INLAND,191700
3973,-117.32,34.08,41,1359,264.0,786,244,2.5208,INLAND,85500
3974,-121.86,37.41,16,1603,287.0,1080,296,6.1256,<1H OCEAN,266900
3975,-122.63,38.21,22,2933,461.0,1283,449,6.2034,<1H OCEAN,291100
3976,-117.04,32.77,21,1824,447.0,962,431,2.7826,<1H OCEAN,143800
3977,-122.72,38.44,52,188,62.0,301,72,0.9437,<1H OCEAN,129200
3978,-117.93,34.01,33,1733,361.0,1757,375,4.2266,<1H OCEAN,153800
3979,-118.03,34.08,32,1780,484.0,1732,454,2.4464,INLAND,169600
3980,-118.15,33.93,34,1745,404.0,1084,410,3.3411,<1H OCEAN,220500
3981,-117.95,34.05,34,1428,227.0,890,249,5.8722,<1H OCEAN,204800
3982,-124.14,40.8,32,1373,312.0,872,306,2.5,NEAR OCEAN,72600
3983,-117.33,34.15,28,1473,333.0,1196,312,1.6993,INLAND,67800
3984,-118.17,33.87,49,1937,445.0,1339,440,3.0319,<1H OCEAN,162800
3985,-117.41,34.1,29,1362,251.0,776,253,3.1287,INLAND,102000
3986,-119.34,36.34,5,4505,834.0,1917,775,4.0144,INLAND,126600
3987,-117.32,34.13,41,1837,409.0,1430,344,2.4524,INLAND,70400
3988,-121.81,37.99,22,2331,359.0,1086,340,5.1435,INLAND,150800
3989,-121.7,38.54,13,6819,1158.0,2828,1115,4.6225,INLAND,226500
3990,-119.77,36.76,40,2009,519.0,2219,505,1.2101,INLAND,49100
3991,-118.19,33.76,25,1442,392.0,632,385,4.6629,NEAR OCEAN,162500
3992,-118.12,33.83,45,1579,278.0,687,285,5.0424,<1H OCEAN,225900
3993,-122.64,38.71,20,531,126.0,231,96,2.625,INLAND,89600
3994,-121.21,37.81,18,2404,498.0,1531,506,2.995,INLAND,124300
3995,-118.71,34.3,20,1586,187.0,699,209,6.5483,<1H OCEAN,335000
3996,-121.46,38.56,52,1878,393.0,722,381,3.3348,INLAND,122800
3997,-117.71,33.54,7,4907,577.0,1883,556,10.4415,<1H OCEAN,453800
3998,-118.31,34.05,40,1667,365.0,1161,384,3.1406,<1H OCEAN,417600
3999,-121.81,38.58,17,1964,314.0,808,286,5.9629,INLAND,286000
4000,-118.33,34.1,30,5293,2446.0,4123,2127,1.51,<1H OCEAN,187500
4001,-118.13,34.09,21,3862,1186.0,2773,1102,2.7816,<1H OCEAN,188200
4002,-122.09,37.67,48,1252,305.0,673,308,2.3357,NEAR BAY,175000
4003,-121.34,38.66,16,3154,860.0,1837,793,1.9805,INLAND,92900
4004,-121.23,37.92,28,590,129.0,315,99,1.8958,INLAND,85700
4005,-118.14,33.93,31,3205,727.0,1647,664,3.3681,<1H OCEAN,223900
4006,-121.27,37.96,43,948,221.0,749,208,1.962,INLAND,52700
4007,-120.08,34.64,18,2375,429.0,1048,369,4.2222,NEAR OCEAN,375000
4008,-122.31,37.5,22,14034,3020.0,6266,2952,4.3939,NEAR OCEAN,491200
4009,-120.45,34.88,15,2143,286.0,929,315,5.7306,<1H OCEAN,269700
4010,-121.49,38.54,47,2313,536.0,779,442,2.5639,INLAND,123000
4011,-118.0,34.14,31,1298,431.0,1131,425,1.0548,INLAND,178100
4012,-121.41,38.56,17,7228,1369.0,2455,1365,5.1385,INLAND,179500
4013,-118.26,34.07,46,2341,703.0,2371,648,2.4038,<1H OCEAN,181700
4014,-118.44,34.18,33,2127,414.0,1056,391,4.375,<1H OCEAN,286100
4015,-117.9,33.72,33,2613,562.0,3150,543,4.3899,<1H OCEAN,180700
4016,-117.93,33.92,34,2271,437.0,1393,433,4.2443,<1H OCEAN,174400
4017,-117.89,34.1,27,3341,728.0,1762,679,2.9437,<1H OCEAN,180400
4018,-117.38,33.89,12,3964,524.0,1707,549,5.1624,INLAND,267900
4019,-117.04,33.03,16,2852,435.0,1083,448,6.3761,<1H OCEAN,296200
4020,-117.57,33.93,3,1240,151.0,519,146,7.5408,INLAND,271900
4021,-118.21,34.09,34,1660,412.0,1678,382,2.7708,<1H OCEAN,148200
4022,-122.06,37.36,35,2693,493.0,1343,455,6.0777,<1H OCEAN,327500
4023,-117.86,33.83,23,2377,403.0,1101,408,5.3439,<1H OCEAN,227100
4024,-123.02,38.54,35,2157,487.0,768,322,3.2315,<1H OCEAN,136900
4025,-118.16,33.97,39,1444,447.0,1890,416,2.1181,<1H OCEAN,176600
4026,-122.04,37.99,38,2675,541.0,1378,480,3.8897,NEAR BAY,139900
4027,-118.02,34.15,44,2267,426.0,980,372,3.6,INLAND,307400
4028,-121.37,38.66,9,3184,779.0,1929,769,2.3844,INLAND,86000
4029,-118.22,34.12,28,3306,1025.0,2670,942,3.0919,<1H OCEAN,185400
4030,-118.4,34.7,10,4122,814.0,2164,710,4.2941,INLAND,151600
4031,-117.24,34.04,17,3362,507.0,1520,496,6.1986,INLAND,214500
4032,-121.46,38.49,15,10211,1995.0,5656,1752,2.575,INLAND,107900
4033,-122.22,37.81,52,1971,335.0,765,308,6.5217,NEAR BAY,273700
4034,-118.11,33.84,36,1463,257.0,722,260,4.8438,<1H OCEAN,226300
4035,-116.17,33.66,22,639,203.0,664,153,1.9306,INLAND,47500
4036,-118.24,33.98,37,1196,364.0,1622,327,2.125,<1H OCEAN,108900
4037,-120.2,37.8,30,1189,255.0,446,165,3.4838,INLAND,112500
4038,-121.96,37.34,37,663,127.0,293,132,3.7813,<1H OCEAN,247800
4039,-118.08,33.79,34,2840,395.0,1127,396,7.6144,<1H OCEAN,376200
4040,-121.55,38.51,22,2403,431.0,1088,421,3.9,INLAND,146900
4041,-117.92,34.07,38,175,22.0,129,20,9.7066,<1H OCEAN,182500
4042,-121.81,37.25,12,2070,587.0,1216,532,4.1926,<1H OCEAN,244500
4043,-121.88,37.34,52,1390,365.0,921,352,2.1442,<1H OCEAN,188900
4044,-117.97,33.93,33,1700,369.0,981,362,4.5461,<1H OCEAN,194000
4045,-118.19,34.02,34,1478,369.0,1735,348,1.8875,<1H OCEAN,136700
4046,-122.06,37.91,15,5393,1422.0,2133,1288,4.1612,NEAR BAY,232800
4047,-122.12,37.38,34,1443,218.0,504,200,8.4709,NEAR BAY,500001
4048,-122.44,37.75,52,2082,425.0,801,411,4.2708,NEAR BAY,368900
4049,-119.0,35.35,35,1164,277.0,992,284,1.4015,INLAND,48700
4050,-121.82,37.25,16,2650,600.0,1969,586,3.9461,<1H OCEAN,194300
4051,-122.16,37.73,49,1699,408.0,768,385,2.8301,NEAR BAY,171600
4052,-118.22,33.92,32,1263,333.0,1789,346,1.9957,<1H OCEAN,89300
4053,-121.66,36.37,9,1580,287.0,465,208,6.1668,<1H OCEAN,405800
4054,-117.09,34.01,37,106,18.0,27,12,4.0556,INLAND,131300
4055,-119.81,36.7,52,314,57.0,178,66,1.2404,INLAND,52500
4056,-122.1,37.4,23,1755,508.0,1374,506,4.3077,NEAR BAY,293500
4057,-117.31,34.11,38,1208,321.0,1225,317,1.4663,INLAND,64000
4058,-117.93,33.81,18,3291,587.0,1640,563,4.8981,<1H OCEAN,166300
4059,-118.26,33.95,44,1771,378.0,1296,399,1.6389,<1H OCEAN,96700
4060,-118.11,33.79,36,1993,354.0,884,337,5.587,<1H OCEAN,244900
4061,-117.27,34.07,21,418,132.0,401,120,1.7206,INLAND,82100
4062,-118.13,34.02,40,2988,690.0,2144,667,2.3359,<1H OCEAN,189300
4063,-117.94,33.88,35,2159,343.0,833,335,5.3738,<1H OCEAN,365100
4064,-122.43,37.72,52,3351,719.0,2101,706,3.0107,NEAR BAY,242000
4065,-118.14,34.17,52,2667,486.0,1681,504,4.0524,<1H OCEAN,173100
4066,-122.31,40.65,11,3664,647.0,1686,613,2.9338,INLAND,141600
4067,-118.29,33.99,46,2608,636.0,1766,596,1.5846,<1H OCEAN,114800
4068,-120.32,37.29,9,695,188.0,810,190,1.6172,INLAND,56300
4069,-116.98,33.94,27,3459,640.0,1760,654,3.4545,INLAND,89800
4070,-118.37,34.05,52,2346,437.0,1121,400,4.0583,<1H OCEAN,444300
4071,-122.55,37.97,52,2232,291.0,731,253,7.1155,NEAR BAY,500001
4072,-120.55,38.12,10,1566,325.0,785,291,2.5,INLAND,116100
4073,-115.69,32.79,18,1564,340.0,1161,343,2.1792,INLAND,55200
4074,-122.28,37.89,52,1225,169.0,412,168,5.7912,NEAR BAY,327100
4075,-120.78,38.72,19,4414,767.0,1865,699,3.6406,INLAND,150900
4076,-122.08,37.95,24,3173,548.0,1351,536,5.0672,NEAR BAY,243000
4077,-118.54,34.37,27,2051,301.0,917,287,7.6059,<1H OCEAN,323700
4078,-117.74,34.05,29,2452,700.0,3029,665,2.1354,INLAND,110700
4079,-122.05,39.34,44,1064,230.0,494,175,2.875,INLAND,61500
4080,-122.1,37.69,41,746,431.5,387,161,3.9063,NEAR BAY,178400
4081,-117.64,33.66,6,5221,1217.0,2597,1119,4.6076,<1H OCEAN,204000
4082,-118.54,34.19,33,2205,453.0,1242,419,4.1319,<1H OCEAN,203700
4083,-118.34,33.87,28,2948,566.0,1445,524,5.3743,<1H OCEAN,286500
4084,-117.69,33.66,11,2630,327.0,1256,352,8.2953,<1H OCEAN,350500
4085,-116.41,33.74,17,4289,893.0,958,440,2.4659,INLAND,177800
4086,-121.64,36.68,16,6568,1603.0,6012,1565,2.3463,<1H OCEAN,156100
4087,-120.67,40.5,15,5343,431.5,2503,902,3.5962,INLAND,85900
4088,-122.27,37.86,49,2052,435.0,924,414,2.5417,NEAR BAY,182700
4089,-118.15,34.16,52,1925,597.0,2258,594,1.6921,<1H OCEAN,162500
4090,-117.02,32.84,17,4013,673.0,2263,661,5.131,<1H OCEAN,148300
4091,-120.02,36.8,25,1270,255.0,1050,245,2.1618,INLAND,55300
4092,-121.54,39.08,23,1076,216.0,724,197,2.3598,INLAND,57500
4093,-120.43,34.86,17,3172,506.0,1538,473,4.3125,<1H OCEAN,168100
4094,-117.3,33.17,6,7880,1533.0,3760,1460,4.1807,NEAR OCEAN,182600
4095,-120.59,35.11,20,3098,571.0,1449,611,3.5744,<1H OCEAN,197800
4096,-117.93,33.83,30,1561,381.0,1104,391,3.375,<1H OCEAN,201900
4097,-122.35,37.96,32,1991,504.0,1139,423,2.0353,NEAR BAY,113600
4098,-119.72,36.75,11,4832,993.0,2190,888,2.6611,INLAND,74700
4099,-122.09,37.41,14,753,193.0,421,153,4.2463,NEAR BAY,266700
4100,-117.21,32.81,27,1318,216.0,495,191,5.2837,NEAR OCEAN,283800
4101,-121.94,37.83,11,2836,373.0,959,335,10.5815,INLAND,500001
4102,-118.23,34.22,37,1376,237.0,618,226,5.9771,<1H OCEAN,431800
4103,-118.01,34.11,43,1858,345.0,1054,329,3.5625,INLAND,211600
4104,-122.76,38.52,6,2073,388.0,826,375,3.055,<1H OCEAN,224100
4105,-116.85,34.98,26,3606,792.0,1683,608,2.6587,INLAND,57400
4106,-120.98,37.69,18,3176,468.0,1296,471,5.5684,INLAND,185100
4107,-117.6,33.87,18,6450,1165.0,3716,1113,4.2721,INLAND,150300
4108,-117.26,32.95,22,5484,1227.0,1947,1012,4.4375,NEAR OCEAN,500001
4109,-118.39,33.99,43,612,135.0,402,142,5.1322,<1H OCEAN,314900
4110,-119.99,37.51,14,2878,617.0,1011,509,1.398,INLAND,103800
4111,-117.84,33.84,23,6157,1129.0,2817,1073,5.0629,<1H OCEAN,232600
4112,-118.32,33.93,37,2379,462.0,1327,445,4.25,<1H OCEAN,172100
4113,-121.13,38.66,2,12360,1747.0,4438,1470,6.2503,INLAND,222500
4114,-118.33,33.88,30,1856,444.0,899,435,3.1505,<1H OCEAN,270000
4115,-117.09,32.91,16,2005,266.0,827,270,7.0546,<1H OCEAN,282200
4116,-118.2,33.79,48,2105,592.0,1807,539,2.7183,NEAR OCEAN,190400
4117,-117.83,33.77,26,4931,853.0,2249,818,4.275,<1H OCEAN,285400
4118,-117.11,33.12,46,52,13.0,59,13,3.875,<1H OCEAN,200000
4119,-118.31,34.06,34,1848,667.0,1351,589,2.0547,<1H OCEAN,410000
4120,-120.01,38.93,22,3080,610.0,1045,425,2.996,INLAND,126100
4121,-122.9,39.17,45,1314,277.0,649,232,2.575,INLAND,73600
4122,-117.85,33.85,17,4678,1065.0,2427,1020,4.2276,<1H OCEAN,254100
4123,-122.87,38.43,36,1987,387.0,1065,347,4.0446,<1H OCEAN,172200
4124,-117.25,33.2,10,2050,473.0,1302,471,2.7961,<1H OCEAN,131300
4125,-118.43,34.23,35,2049,390.0,1286,385,4.4432,<1H OCEAN,181500
4126,-118.36,34.23,15,2485,742.0,1994,670,2.8333,<1H OCEAN,183200
4127,-117.36,33.97,32,1625,335.0,1212,327,2.7596,INLAND,82200
4128,-120.04,36.93,11,3606,699.0,2074,644,2.6941,INLAND,63300
4129,-121.04,39.0,21,4059,730.0,1874,693,4.8051,INLAND,174300
4130,-118.24,34.06,33,390,199.0,435,193,1.1979,<1H OCEAN,350000
4131,-117.92,33.64,25,2224,580.0,985,516,3.1305,<1H OCEAN,268800
4132,-118.35,34.13,39,1610,278.0,511,278,4.3333,<1H OCEAN,385900
4133,-122.51,37.98,37,4801,699.0,1830,679,6.0762,NEAR BAY,487800
4134,-120.0,38.93,17,8005,1382.0,999,383,3.9722,INLAND,313400
4135,-122.22,38.08,37,4590,857.0,2920,832,3.436,NEAR BAY,94800
4136,-119.86,34.42,23,1450,642.0,1258,607,1.179,NEAR OCEAN,225000
4137,-118.32,33.84,42,1486,420.0,897,377,1.6228,<1H OCEAN,376100
4138,-118.12,33.94,33,2206,393.0,973,364,4.675,<1H OCEAN,283000
4139,-117.98,34.14,24,1596,388.0,1329,352,3.0417,INLAND,148000
4140,-121.4,38.56,22,2623,357.0,838,368,7.143,INLAND,327800
4141,-118.19,34.1,42,1577,379.0,1317,378,3.2121,<1H OCEAN,153900
4142,-121.9,37.25,20,5483,1079.0,2892,1057,4.6845,<1H OCEAN,250000
4143,-121.75,37.35,18,1947,250.0,605,184,8.1871,<1H OCEAN,500001
4144,-121.3,38.0,27,2918,580.0,1338,544,2.6495,INLAND,116200
4145,-118.19,33.79,29,3497,1096.0,2994,919,1.8109,NEAR OCEAN,137500
4146,-118.3,33.74,20,2625,673.0,1184,606,3.9167,NEAR OCEAN,285200
4147,-117.87,33.88,28,3333,752.0,2026,722,3.5667,<1H OCEAN,190700
4148,-122.42,37.76,52,1190,400.0,1270,332,2.0329,NEAR BAY,225000
4149,-122.73,38.4,30,3689,746.0,2250,697,2.975,<1H OCEAN,157300
4150,-122.07,37.93,25,7201,1521.0,3264,1433,3.7433,NEAR BAY,252100
4151,-122.07,38.27,8,6761,1234.0,3237,1177,4.3586,INLAND,173400
4152,-121.29,38.36,17,2193,386.0,1148,372,4.5272,INLAND,191700
4153,-118.22,34.07,35,1504,477.0,2059,498,2.0133,<1H OCEAN,145800
4154,-118.28,33.97,38,1819,497.0,2110,499,1.6027,<1H OCEAN,97300
4155,-117.91,34.12,33,1391,309.0,1038,298,4.1944,<1H OCEAN,149500
4156,-118.31,34.05,35,2007,571.0,1513,554,2.1162,<1H OCEAN,229200
4157,-119.69,36.79,5,2613,476.0,1490,481,4.0993,INLAND,83000
4158,-118.31,33.94,43,2104,393.0,1132,394,3.0682,<1H OCEAN,142000
4159,-117.8,33.63,15,3236,451.0,1289,416,11.1121,<1H OCEAN,493000
4160,-116.99,32.76,21,3833,595.0,1645,589,4.625,<1H OCEAN,273500
4161,-118.27,34.14,10,1060,332.0,1025,288,3.0074,<1H OCEAN,175000
4162,-121.31,38.28,16,1708,391.0,687,378,1.9485,INLAND,155400
4163,-122.29,37.87,52,895,198.0,386,204,3.875,NEAR BAY,182600
4164,-117.14,33.94,5,4873,639.0,1947,568,6.3223,INLAND,223200
4165,-117.98,34.1,22,5661,1209.0,5389,1178,3.7727,INLAND,159700
4166,-118.28,33.97,31,2017,566.0,2063,521,1.9219,<1H OCEAN,107000
4167,-122.0,37.39,33,2154,405.0,1655,434,5.7962,<1H OCEAN,229800
4168,-116.98,32.74,17,3943,843.0,1995,766,2.6944,<1H OCEAN,158300
4169,-121.63,37.1,14,5034,797.0,2124,790,4.9028,<1H OCEAN,335000
4170,-122.31,38.01,18,4123,874.0,1895,772,3.2759,NEAR BAY,195000
4171,-117.7,33.72,6,211,51.0,125,44,1.9659,<1H OCEAN,500001
4172,-118.27,34.15,25,3018,806.0,2205,742,3.0199,<1H OCEAN,220200
4173,-118.16,34.09,33,1515,415.0,1345,346,2.375,<1H OCEAN,175000
4174,-117.69,33.52,4,2142,625.0,1176,483,3.4455,<1H OCEAN,325000
4175,-122.42,37.71,44,2080,489.0,1781,478,3.6827,NEAR BAY,215300
4176,-117.09,32.69,20,1102,205.0,852,217,3.1833,NEAR OCEAN,108300
4177,-117.58,33.85,6,16431,2640.0,8222,2553,5.2861,INLAND,195100
4178,-117.97,34.05,33,2028,422.0,1727,371,2.8438,<1H OCEAN,157600
4179,-122.36,37.94,26,1540,343.0,1007,338,1.3365,NEAR BAY,72900
4180,-117.09,32.64,19,2571,791.0,1205,783,1.62,NEAR OCEAN,131300
4181,-122.48,37.64,7,120,21.0,50,27,12.5,NEAR OCEAN,281000
4182,-119.21,34.19,15,3797,692.0,2216,675,4.7443,NEAR OCEAN,229500
4183,-117.96,34.06,31,2017,462.0,1462,457,2.067,<1H OCEAN,167300
4184,-117.0,32.8,33,1816,325.0,768,316,4.5662,<1H OCEAN,150300
4185,-121.62,36.63,52,1437,298.0,836,257,3.6286,<1H OCEAN,165500
4186,-117.28,33.66,15,4573,928.0,2513,832,2.6949,<1H OCEAN,163600
4187,-118.14,33.96,38,590,139.0,620,132,2.1731,<1H OCEAN,143800
4188,-119.69,36.69,36,1432,269.0,836,237,2.1563,INLAND,88300
4189,-118.15,33.77,41,3448,896.0,1621,838,4.5,NEAR OCEAN,339800
4190,-118.36,33.91,36,2064,474.0,1366,421,4.1,<1H OCEAN,243100
4191,-118.14,34.01,36,702,210.0,834,216,2.25,<1H OCEAN,162500
4192,-117.31,34.14,44,1487,273.0,972,281,3.2292,INLAND,86100
